,kilde (aktivitet),energiprodukt,komponent,år,statistikkvariabel,"13931: Klimagasser AR5, etter kilde (aktivitet), energiprodukt, komponent, år og statistikkvariabel"
184,0 Alle kilder,VT0 I alt,K90 Perfluorkarboner (PFK),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",914
185,0 Alle kilder,VT0 I alt,K90 Perfluorkarboner (PFK),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",858
186,0 Alle kilder,VT0 I alt,K90 Perfluorkarboner (PFK),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",772
187,0 Alle kilder,VT0 I alt,K90 Perfluorkarboner (PFK),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",855
188,0 Alle kilder,VT0 I alt,K90 Perfluorkarboner (PFK),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",805
189,0 Alle kilder,VT0 I alt,K90 Perfluorkarboner (PFK),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",394
190,0 Alle kilder,VT0 I alt,K90 Perfluorkarboner (PFK),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",214
191,0 Alle kilder,VT0 I alt,K90 Perfluorkarboner (PFK),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",236
192,0 Alle kilder,VT0 I alt,K90 Perfluorkarboner (PFK),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",180
193,0 Alle kilder,VT0 I alt,K90 Perfluorkarboner (PFK),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",163
194,0 Alle kilder,VT0 I alt,K90 Perfluorkarboner (PFK),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",161
195,0 Alle kilder,VT0 I alt,K90 Perfluorkarboner (PFK),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",132
196,0 Alle kilder,VT0 I alt,K90 Perfluorkarboner (PFK),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",167
197,0 Alle kilder,VT0 I alt,K90 Perfluorkarboner (PFK),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",118
198,0 Alle kilder,VT0 I alt,K90 Perfluorkarboner (PFK),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",133
199,0 Alle kilder,VT0 I alt,K90 Perfluorkarboner (PFK),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",157
200,0 Alle kilder,VT0 I alt,K90 Perfluorkarboner (PFK),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",145
201,0 Alle kilder,VT0 I alt,K90 Perfluorkarboner (PFK),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",223
202,0 Alle kilder,VT0 I alt,K90 Perfluorkarboner (PFK),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",122
203,0 Alle kilder,VT0 I alt,K90 Perfluorkarboner (PFK),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",94
204,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",2163
205,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",2044
206,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",693
207,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",725
208,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",863
209,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",598
210,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",564
211,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",570
212,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",714
213,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",859
214,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",919
215,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",778
216,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",234
217,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",222
218,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",269
219,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",306
220,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",209
221,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",73
222,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",63
223,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",58
224,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",70
225,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",55
226,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",54
227,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",57
228,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",50
229,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",69
230,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",63
231,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",58
232,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",55
233,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",70
234,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",76
235,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",66
236,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",59
237,0 Alle kilder,VT0 I alt,K95 Svovelheksafluorid (SF6),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",51
238,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",697
239,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",630
240,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",653
241,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",829
242,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",863
243,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",825
244,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",833
245,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",850
246,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",784
247,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",675
248,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",617
249,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",584
250,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",591
251,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",581
252,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",481
253,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",430
254,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",428
255,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",483
256,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",467
257,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",463
258,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",470
259,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",463
260,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",440
261,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",444
262,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",457
263,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",425
264,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",441
265,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",495
266,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",467
267,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",434
268,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",374
269,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",347
270,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",350
271,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",A10 Klimagasser i alt,2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",292
272,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",690
273,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",624
274,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",647
275,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",823
276,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",856
277,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",819
278,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",827
279,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",844
280,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",778
281,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",670
282,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",612
283,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",580
284,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",587
285,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",577
286,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",477
287,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",427
288,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",425
289,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",480
290,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",464
291,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",460
292,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",467
293,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",460
294,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",438
295,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",441
296,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",454
297,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",423
298,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",439
299,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",492
300,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",465
301,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",431
302,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",372
303,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",345
304,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",348
305,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K11 Karbondioksid (CO2),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",290
306,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",4
307,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",3
308,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",3
309,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",2
310,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",2
311,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",2
312,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",2
313,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",2
314,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",2
315,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",2
316,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",2
317,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
318,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
319,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
320,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
321,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
322,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
323,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
324,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
325,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
326,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
327,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
328,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
329,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
330,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
331,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
332,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
333,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
334,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
335,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
336,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
337,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
338,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
339,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K12 Metan (CH4),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
340,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K13 Lystgass (N2O),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",3
341,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K13 Lystgass (N2O),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",3
342,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K13 Lystgass (N2O),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",3
343,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K13 Lystgass (N2O),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",4
344,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K13 Lystgass (N2O),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",4
345,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K13 Lystgass (N2O),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",4
346,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K13 Lystgass (N2O),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",4
347,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K13 Lystgass (N2O),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",4
348,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K13 Lystgass (N2O),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",4
349,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K13 Lystgass (N2O),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",3
350,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K13 Lystgass (N2O),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",3
351,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K13 Lystgass (N2O),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",3
352,0 Alle kilder,"VT1 Kull, kullkoks, petrolkoks",K13 Lystgass (N2O),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",3
