,kilde (aktivitet),energiprodukt,komponent,år,statistikkvariabel,"13931: Klimagasser AR5, etter kilde (aktivitet), energiprodukt, komponent, år og statistikkvariabel"
15926,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15927,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15928,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15929,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15930,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15931,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15932,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15933,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15934,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15935,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15936,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15937,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15938,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15939,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15940,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15941,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15942,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15943,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15944,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15945,7 Jordbruk,VT3 Gass,K95 Svovelheksafluorid (SF6),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15946,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15947,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15948,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15949,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15950,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15951,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15952,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15953,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15954,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15955,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15956,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15957,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15958,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15959,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15960,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15961,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15962,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15963,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15964,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15965,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15966,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15967,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15968,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15969,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15970,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15971,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15972,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15973,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15974,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15975,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15976,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15977,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15978,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15979,7 Jordbruk,"VT4 Bensin, parafin",A10 Klimagasser i alt,2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15980,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15981,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15982,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15983,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15984,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15985,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15986,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15987,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15988,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15989,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15990,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15991,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15992,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15993,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15994,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15995,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15996,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15997,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15998,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
15999,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16000,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16001,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16002,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16003,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16004,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16005,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16006,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16007,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16008,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16009,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16010,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16011,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16012,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16013,7 Jordbruk,"VT4 Bensin, parafin",K11 Karbondioksid (CO2),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16014,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16015,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16016,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16017,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16018,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16019,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16020,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16021,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16022,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16023,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16024,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16025,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16026,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16027,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16028,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16029,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16030,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16031,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16032,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16033,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16034,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16035,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16036,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16037,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16038,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16039,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16040,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16041,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16042,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16043,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16044,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16045,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16046,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16047,7 Jordbruk,"VT4 Bensin, parafin",K12 Metan (CH4),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16048,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16049,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16050,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16051,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16052,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16053,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16054,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16055,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16056,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16057,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16058,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16059,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16060,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16061,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16062,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16063,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16064,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16065,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16066,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16067,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16068,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16069,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16070,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16071,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16072,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16073,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16074,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16075,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16076,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16077,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16078,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16079,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16080,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16081,7 Jordbruk,"VT4 Bensin, parafin",K13 Lystgass (N2O),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16082,7 Jordbruk,"VT4 Bensin, parafin",K80 Hydrofluorkarboner (HFK),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16083,7 Jordbruk,"VT4 Bensin, parafin",K80 Hydrofluorkarboner (HFK),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16084,7 Jordbruk,"VT4 Bensin, parafin",K80 Hydrofluorkarboner (HFK),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16085,7 Jordbruk,"VT4 Bensin, parafin",K80 Hydrofluorkarboner (HFK),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16086,7 Jordbruk,"VT4 Bensin, parafin",K80 Hydrofluorkarboner (HFK),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16087,7 Jordbruk,"VT4 Bensin, parafin",K80 Hydrofluorkarboner (HFK),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16088,7 Jordbruk,"VT4 Bensin, parafin",K80 Hydrofluorkarboner (HFK),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16089,7 Jordbruk,"VT4 Bensin, parafin",K80 Hydrofluorkarboner (HFK),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16090,7 Jordbruk,"VT4 Bensin, parafin",K80 Hydrofluorkarboner (HFK),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16091,7 Jordbruk,"VT4 Bensin, parafin",K80 Hydrofluorkarboner (HFK),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16092,7 Jordbruk,"VT4 Bensin, parafin",K80 Hydrofluorkarboner (HFK),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16093,7 Jordbruk,"VT4 Bensin, parafin",K80 Hydrofluorkarboner (HFK),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16094,7 Jordbruk,"VT4 Bensin, parafin",K80 Hydrofluorkarboner (HFK),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16095,7 Jordbruk,"VT4 Bensin, parafin",K80 Hydrofluorkarboner (HFK),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16096,7 Jordbruk,"VT4 Bensin, parafin",K80 Hydrofluorkarboner (HFK),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16097,7 Jordbruk,"VT4 Bensin, parafin",K80 Hydrofluorkarboner (HFK),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16098,7 Jordbruk,"VT4 Bensin, parafin",K80 Hydrofluorkarboner (HFK),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16099,7 Jordbruk,"VT4 Bensin, parafin",K80 Hydrofluorkarboner (HFK),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16100,7 Jordbruk,"VT4 Bensin, parafin",K80 Hydrofluorkarboner (HFK),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16101,7 Jordbruk,"VT4 Bensin, parafin",K80 Hydrofluorkarboner (HFK),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
16102,7 Jordbruk,"VT4 Bensin, parafin",K80 Hydrofluorkarboner (HFK),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
